1467,number-of-transactions-per-visit,Number of Transactions per Visit,https://leetcode.com/problems/number-of-transactions-per-visit/description/
1462,list-the-products-ordered-in-a-period,List the Products Ordered in a Period,https://leetcode.com/problems/list-the-products-ordered-in-a-period/description/
1453,ads-performance,Ads Performance,https://leetcode.com/problems/ads-performance/description/
1452,restaurant-growth,Restaurant Growth,https://leetcode.com/problems/restaurant-growth/description/
1439,running-total-for-different-genders,Running Total for Different Genders,https://leetcode.com/problems/running-total-for-different-genders/description/
1438,find-the-team-size,Find the Team Size,https://leetcode.com/problems/find-the-team-size/description/
1425,weather-type-in-each-country,Weather Type in Each Country,https://leetcode.com/problems/weather-type-in-each-country/description/
1420,find-the-start-and-end-number-of-continuous-ranges,Find the Start and End Number of Continuous Ranges,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/description/
1415,students-and-examinations,Students and Examinations,https://leetcode.com/problems/students-and-examinations/description/
1405,all-people-report-to-the-given-manager,All People Report to the Given Manager,https://leetcode.com/problems/all-people-report-to-the-given-manager/description/
1399,page-recommendations,Page Recommendations,https://leetcode.com/problems/page-recommendations/description/
1390,average-selling-price,Average Selling Price,https://leetcode.com/problems/average-selling-price/description/
1377,number-of-comments-per-post,Number of Comments per Post,https://leetcode.com/problems/number-of-comments-per-post/description/
1357,report-contiguous-dates,Report Contiguous Dates,https://leetcode.com/problems/report-contiguous-dates/description/
1339,team-scores-in-football-tournament,Team Scores in Football Tournament,https://leetcode.com/problems/team-scores-in-football-tournament/description/
1338,queries-quality-and-percentage,Queries Quality and Percentage,https://leetcode.com/problems/queries-quality-and-percentage/description/
1328,monthly-transactions-ii,Monthly Transactions II,https://leetcode.com/problems/monthly-transactions-ii/description/
1327,last-person-to-fit-in-the-elevator,Last Person to Fit in the Elevator,https://leetcode.com/problems/last-person-to-fit-in-the-elevator/description/
1318,tournament-winners,Tournament Winners,https://leetcode.com/problems/tournament-winners/description/
1317,monthly-transactions-i,Monthly Transactions I,https://leetcode.com/problems/monthly-transactions-i/description/
1301,reformat-department-table,Reformat Department Table,https://leetcode.com/problems/reformat-department-table/description/
1292,immediate-food-delivery-ii,Immediate Food Delivery II,https://leetcode.com/problems/immediate-food-delivery-ii/description/
1291,immediate-food-delivery-i,Immediate Food Delivery I,https://leetcode.com/problems/immediate-food-delivery-i/description/
1278,product-price-at-a-given-date,Product Price at a Given Date,https://leetcode.com/problems/product-price-at-a-given-date/description/
1269,market-analysis-ii,Market Analysis II,https://leetcode.com/problems/market-analysis-ii/description/
1268,market-analysis-i,Market Analysis I,https://leetcode.com/problems/market-analysis-i/description/
1259,article-views-ii,Article Views II,https://leetcode.com/problems/article-views-ii/description/
1258,article-views-i,Article Views I,https://leetcode.com/problems/article-views-i/description/
1246,user-activity-for-the-past-30-days-ii,User Activity for the Past 30 Days II,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii/description/
1245,user-activity-for-the-past-30-days-i,User Activity for the Past 30 Days I,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/description/
1237,reported-posts-ii,Reported Posts II,https://leetcode.com/problems/reported-posts-ii/description/
1226,user-purchase-platform,User Purchase Platform,https://leetcode.com/problems/user-purchase-platform/description/
1225,active-businesses,Active Businesses,https://leetcode.com/problems/active-businesses/description/
1215,reported-posts,Reported Posts,https://leetcode.com/problems/reported-posts/description/
1214,highest-grade-for-each-student,Highest Grade For Each Student,https://leetcode.com/problems/highest-grade-for-each-student/description/
1204,new-users-daily-count,New Users Daily Count,https://leetcode.com/problems/new-users-daily-count/description/
1198,unpopular-books,Unpopular Books,https://leetcode.com/problems/unpopular-books/description/
1193,game-play-analysis-v,Game Play Analysis V,https://leetcode.com/problems/game-play-analysis-v/description/
1182,game-play-analysis-iv,Game Play Analysis IV,https://leetcode.com/problems/game-play-analysis-iv/description/
1181,game-play-analysis-iii,Game Play Analysis III,https://leetcode.com/problems/game-play-analysis-iii/description/
1180,game-play-analysis-ii,Game Play Analysis II,https://leetcode.com/problems/game-play-analysis-ii/description/
1179,game-play-analysis-i,Game Play Analysis I,https://leetcode.com/problems/game-play-analysis-i/description/
1174,sales-analysis-iii,Sales Analysis III,https://leetcode.com/problems/sales-analysis-iii/description/
1173,sales-analysis-ii,Sales Analysis II,https://leetcode.com/problems/sales-analysis-ii/description/
1172,sales-analysis-i,Sales Analysis I,https://leetcode.com/problems/sales-analysis-i/description/
1163,project-employees-iii,Project Employees III,https://leetcode.com/problems/project-employees-iii/description/
1162,project-employees-ii,Project Employees II,https://leetcode.com/problems/project-employees-ii/description/
1161,project-employees-i,Project Employees I,https://leetcode.com/problems/project-employees-i/description/
1155,product-sales-analysis-iii,Product Sales Analysis III,https://leetcode.com/problems/product-sales-analysis-iii/description/
1154,product-sales-analysis-ii,Product Sales Analysis II,https://leetcode.com/problems/product-sales-analysis-ii/description/
1153,product-sales-analysis-i,Product Sales Analysis I,https://leetcode.com/problems/product-sales-analysis-i/description/
1136,actors-and-directors-who-cooperated-at-least-three-times,Actors and Directors Who Cooperated At Least Three Times,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/description/
1135,customers-who-bought-all-products,Customers Who Bought All Products,https://leetcode.com/problems/customers-who-bought-all-products/description/
627,swap-salary,Swap Salary,https://leetcode.com/problems/swap-salary/description/
626,exchange-seats,Exchange Seats,https://leetcode.com/problems/exchange-seats/description/
620,not-boring-movies,Not Boring Movies,https://leetcode.com/problems/not-boring-movies/description/
619,biggest-single-number,Biggest Single Number,https://leetcode.com/problems/biggest-single-number/description/
618,students-report-by-geography,Students Report By Geography,https://leetcode.com/problems/students-report-by-geography/description/
615,average-salary-departments-vs-company,Average Salary: Departments VS Company,https://leetcode.com/problems/average-salary-departments-vs-company/description/
614,second-degree-follower,Second Degree Follower,https://leetcode.com/problems/second-degree-follower/description/
613,shortest-distance-in-a-line,Shortest Distance in a Line,https://leetcode.com/problems/shortest-distance-in-a-line/description/
612,shortest-distance-in-a-plane,Shortest Distance in a Plane,https://leetcode.com/problems/shortest-distance-in-a-plane/description/
610,triangle-judgement,Triangle Judgement,https://leetcode.com/problems/triangle-judgement/description/
608,tree-node,Tree Node,https://leetcode.com/problems/tree-node/description/
607,sales-person,Sales Person,https://leetcode.com/problems/sales-person/description/
603,consecutive-available-seats,Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats/description/
602,friend-requests-ii-who-has-the-most-friends,Friend Requests II: Who Has the Most Friends,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/description/
601,human-traffic-of-stadium,Human Traffic of Stadium,https://leetcode.com/problems/human-traffic-of-stadium/description/
597,friend-requests-i-overall-acceptance-rate,Friend Requests I: Overall Acceptance Rate,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate/description/
596,classes-more-than-5-students,Classes More Than 5 Students,https://leetcode.com/problems/classes-more-than-5-students/description/
595,big-countries,Big Countries,https://leetcode.com/problems/big-countries/description/
586,customer-placing-the-largest-number-of-orders,Customer Placing the Largest Number of Orders,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/description/
585,investments-in-2016,Investments in 2016,https://leetcode.com/problems/investments-in-2016/description/
584,find-customer-referee,Find Customer Referee,https://leetcode.com/problems/find-customer-referee/description/
580,count-student-number-in-departments,Count Student Number in Departments,https://leetcode.com/problems/count-student-number-in-departments/description/
579,find-cumulative-salary-of-an-employee,Find Cumulative Salary of an Employee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/description/
578,get-highest-answer-rate-question,Get Highest Answer Rate Question,https://leetcode.com/problems/get-highest-answer-rate-question/description/
577,employee-bonus,Employee Bonus,https://leetcode.com/problems/employee-bonus/description/
574,winning-candidate,Winning Candidate,https://leetcode.com/problems/winning-candidate/description/
571,find-median-given-frequency-of-numbers,Find Median Given Frequency of Numbers,https://leetcode.com/problems/find-median-given-frequency-of-numbers/description/
570,managers-with-at-least-5-direct-reports,Managers with at Least 5 Direct Reports,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/description/
569,median-employee-salary,Median Employee Salary,https://leetcode.com/problems/median-employee-salary/description/
262,trips-and-users,Trips and Users,https://leetcode.com/problems/trips-and-users/description/
197,rising-temperature,Rising Temperature,https://leetcode.com/problems/rising-temperature/description/
196,delete-duplicate-emails,Delete Duplicate Emails,https://leetcode.com/problems/delete-duplicate-emails/description/
185,department-top-three-salaries,Department Top Three Salaries,https://leetcode.com/problems/department-top-three-salaries/description/
184,department-highest-salary,Department Highest Salary,https://leetcode.com/problems/department-highest-salary/description/
183,customers-who-never-order,Customers Who Never Order,https://leetcode.com/problems/customers-who-never-order/description/
182,duplicate-emails,Duplicate Emails,https://leetcode.com/problems/duplicate-emails/description/
181,employees-earning-more-than-their-managers,Employees Earning More Than Their Managers,https://leetcode.com/problems/employees-earning-more-than-their-managers/description/
180,consecutive-numbers,Consecutive Numbers,https://leetcode.com/problems/consecutive-numbers/description/
178,rank-scores,Rank Scores,https://leetcode.com/problems/rank-scores/description/
177,nth-highest-salary,Nth Highest Salary,https://leetcode.com/problems/nth-highest-salary/description/
176,second-highest-salary,Second Highest Salary,https://leetcode.com/problems/second-highest-salary/description/
175,combine-two-tables,Combine Two Tables,https://leetcode.com/problems/combine-two-tables/description/
1729,binary-search-tree-iterator-ii,Binary Search Tree Iterator II,https://leetcode.com/problems/binary-search-tree-iterator-ii/description/
1719,put-boxes-into-the-warehouse-ii,Put Boxes Into the Warehouse II,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/description/
1713,dot-product-of-two-sparse-vectors,Dot Product of Two Sparse Vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/description/
1707,check-if-string-is-transformable-with-substring-sort-operations,Check If String Is Transformable With Substring Sort Operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/description/
1706,min-cost-to-connect-all-points,Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points/description/
1705,count-unhappy-friends,Count Unhappy Friends,https://leetcode.com/problems/count-unhappy-friends/description/
1704,special-positions-in-a-binary-matrix,Special Positions in a Binary Matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix/description/
1703,put-boxes-into-the-warehouse-i,Put Boxes Into the Warehouse I,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/description/
1701,remove-max-number-of-edges-to-keep-graph-fully-traversable,Remove Max Number of Edges to Keep Graph Fully Traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/description/
1700,minimum-deletion-cost-to-avoid-repeating-letters,Minimum Deletion Cost to Avoid Repeating Letters,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters/description/
1699,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/description/
1698,replace-all-s-to-avoid-consecutive-repeating-characters,Replace All ?'s to Avoid Consecutive Repeating Characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/description/
1697,strings-differ-by-one-character,Strings Differ by One Character,https://leetcode.com/problems/strings-differ-by-one-character/description/
1696,strange-printer-ii,Strange Printer II,https://leetcode.com/problems/strange-printer-ii/description/
1695,maximum-sum-obtained-of-any-permutation,Maximum Sum Obtained of Any Permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/description/
1694,make-sum-divisible-by-p,Make Sum Divisible by P,https://leetcode.com/problems/make-sum-divisible-by-p/description/
1693,sum-of-all-odd-length-subarrays,Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/description/
1692,number-of-ways-to-reorder-array-to-get-same-bst,Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/description/
1691,minimum-number-of-days-to-disconnect-island,Minimum Number of Days to Disconnect Island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/description/
1690,maximum-length-of-subarray-with-positive-product,Maximum Length of Subarray With Positive Product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/description/
1689,detect-pattern-of-length-m-repeated-k-or-more-times,Detect Pattern of Length M Repeated K or More Times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/description/
1687,the-most-similar-path-in-a-graph,The Most Similar Path in a Graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph/description/
1685,stone-game-v,Stone Game V,https://leetcode.com/problems/stone-game-v/description/
1684,find-latest-group-of-size-m,Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m/description/
1683,maximum-number-of-coins-you-can-get,Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/description/
1682,most-visited-sector-in-a-circular-track,Most Visited Sector in  a Circular Track,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/description/
1681,guess-the-majority-in-a-hidden-array,Guess the Majority in a Hidden Array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/description/
1680,count-all-possible-routes,Count All Possible Routes,https://leetcode.com/problems/count-all-possible-routes/description/
1679,shortest-subarray-to-be-removed-to-make-array-sorted,Shortest Subarray to be Removed to Make Array Sorted,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/description/
1678,number-of-ways-to-split-a-string,Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string/description/
1677,matrix-diagonal-sum,Matrix Diagonal Sum,https://leetcode.com/problems/matrix-diagonal-sum/description/
1676,minimum-number-of-days-to-eat-n-oranges,Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/description/
1675,magnetic-force-between-two-balls,Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls/description/
1674,minimum-operations-to-make-array-equal,Minimum Operations to Make Array Equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal/description/
1672,find-the-index-of-the-large-integer,Find the Index of the Large Integer,https://leetcode.com/problems/find-the-index-of-the-large-integer/description/
1669,minimum-cost-to-cut-a-stick,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/description/
1668,find-longest-awesome-substring,Find Longest Awesome Substring,https://leetcode.com/problems/find-longest-awesome-substring/description/
1667,find-kth-bit-in-nth-binary-string,Find Kth Bit in Nth Binary String,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/description/
1666,make-the-string-great,Make The String Great,https://leetcode.com/problems/make-the-string-great/description/
1665,diameter-of-n-ary-tree,Diameter of N-Ary Tree,https://leetcode.com/problems/diameter-of-n-ary-tree/description/
1663,detect-cycles-in-2d-grid,Detect Cycles in 2D Grid,https://leetcode.com/problems/detect-cycles-in-2d-grid/description/
1662,minimum-numbers-of-function-calls-to-make-target-array,Minimum Numbers of Function Calls to Make Target Array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/description/
1661,minimum-number-of-vertices-to-reach-all-nodes,Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/description/
1660,thousand-separator,Thousand Separator,https://leetcode.com/problems/thousand-separator/description/
1659,get-the-maximum-score,Get the Maximum Score,https://leetcode.com/problems/get-the-maximum-score/description/
1658,minimum-swaps-to-arrange-a-binary-grid,Minimum Swaps to Arrange a Binary Grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/description/
1657,find-the-winner-of-an-array-game,Find the Winner of an Array Game,https://leetcode.com/problems/find-the-winner-of-an-array-game/description/
1656,count-good-triplets,Count Good Triplets,https://leetcode.com/problems/count-good-triplets/description/
1655,move-sub-tree-of-n-ary-tree,Move Sub-Tree of N-Ary Tree,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/description/
1653,number-of-good-leaf-nodes-pairs,Number of Good Leaf Nodes Pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/description/
1652,bulb-switcher-iv,Bulb Switcher IV,https://leetcode.com/problems/bulb-switcher-iv/description/
1651,shuffle-string,Shuffle String,https://leetcode.com/problems/shuffle-string/description/
1650,find-root-of-n-ary-tree,Find Root of N-Ary Tree,https://leetcode.com/problems/find-root-of-n-ary-tree/description/
1649,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/description/
1648,minimum-insertions-to-balance-a-parentheses-string,Minimum Insertions to Balance a Parentheses String,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/description/
1647,can-convert-string-in-k-moves,Can Convert String in K Moves,https://leetcode.com/problems/can-convert-string-in-k-moves/description/
1646,kth-missing-positive-number,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/description/
1645,find-a-value-of-a-mysterious-function-closest-to-target,Find a Value of a Mysterious Function Closest to Target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/description/
1644,maximum-number-of-non-overlapping-substrings,Maximum Number of Non-Overlapping Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/description/
1643,number-of-nodes-in-the-sub-tree-with-the-same-label,Number of Nodes in the Sub-Tree With the Same Label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/description/
1642,water-bottles,Water Bottles,https://leetcode.com/problems/water-bottles/description/
1640,design-a-file-sharing-system,Design a File Sharing System,https://leetcode.com/problems/design-a-file-sharing-system/description/
1638,best-position-for-a-service-centre,Best Position for a Service Centre,https://leetcode.com/problems/best-position-for-a-service-centre/description/
1637,string-compression-ii,String Compression II,https://leetcode.com/problems/string-compression-ii/description/
1636,number-of-substrings-with-only-1s,Number of Substrings With Only 1s,https://leetcode.com/problems/number-of-substrings-with-only-1s/description/
1635,number-of-good-pairs,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs/description/
1634,clone-n-ary-tree,Clone N-ary Tree,https://leetcode.com/problems/clone-n-ary-tree/description/
1633,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Minimum Number of Increments on Subarrays to Form a Target Array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/description/
1632,number-of-good-ways-to-split-a-string,Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/description/
1631,number-of-sub-arrays-with-odd-sum,Number of Sub-arrays With Odd Sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/description/
1630,count-odd-numbers-in-an-interval-range,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/description/
1629,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/description/
1628,count-submatrices-with-all-ones,Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones/description/
1627,last-moment-before-all-ants-fall-out-of-a-plank,Last Moment Before All Ants Fall Out of a Plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/description/
1626,can-make-arithmetic-progression-from-sequence,Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/description/
1624,clone-binary-tree-with-random-pointer,Clone Binary Tree With Random Pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/description/
1622,max-value-of-equation,Max Value of Equation,https://leetcode.com/problems/max-value-of-equation/description/
1621,number-of-subsequences-that-satisfy-the-given-sum-condition,Number of Subsequences That Satisfy the Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/description/
1620,check-if-array-pairs-are-divisible-by-k,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/description/
1619,path-crossing,Path Crossing,https://leetcode.com/problems/path-crossing/description/
1618,delete-n-nodes-after-m-nodes-of-a-linked-list,Delete N Nodes After M Nodes of a Linked List,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/description/
1617,stone-game-iv,Stone Game IV,https://leetcode.com/problems/stone-game-iv/description/
1616,minimum-difference-between-largest-and-smallest-value-in-three-moves,Minimum Difference Between Largest and Smallest Value in Three Moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/description/
1615,range-sum-of-sorted-subarray-sums,Range Sum of Sorted Subarray Sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/description/
1613,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/description/
1612,avoid-flood-in-the-city,Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city/description/
1611,making-file-names-unique,Making File Names Unique,https://leetcode.com/problems/making-file-names-unique/description/
1610,xor-operation-in-an-array,XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array/description/
1609,find-all-the-lonely-nodes,Find All The Lonely Nodes,https://leetcode.com/problems/find-all-the-lonely-nodes/description/
1605,minimum-number-of-days-to-make-m-bouquets,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/description/
1604,least-number-of-unique-integers-after-k-removals,Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/description/
1603,running-sum-of-1d-array,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array/description/
1587,parallel-courses-ii,Parallel Courses II,https://leetcode.com/problems/parallel-courses-ii/description/
1586,longest-subarray-of-1s-after-deleting-one-element,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/description/
1585,the-kth-factor-of-n,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n/description/
1584,average-salary-excluding-the-minimum-and-maximum-salary,Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/description/
1583,paint-house-iii,Paint House III,https://leetcode.com/problems/paint-house-iii/description/
1582,design-browser-history,Design Browser History,https://leetcode.com/problems/design-browser-history/description/
1581,the-k-strongest-values-in-an-array,The k Strongest Values in an Array,https://leetcode.com/problems/the-k-strongest-values-in-an-array/description/
1580,shuffle-the-array,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array/description/
1577,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/description/
1576,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/description/
1575,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/description/
1574,maximum-product-of-two-elements-in-an-array,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/description/
1573,find-two-non-overlapping-sub-arrays-each-with-target-sum,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/description/
1572,subrectangle-queries,Subrectangle Queries,https://leetcode.com/problems/subrectangle-queries/description/
1571,allocate-mailboxes,Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes/description/
1570,final-prices-with-a-special-discount-in-a-shop,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/description/
1569,max-dot-product-of-two-subsequences,Max Dot Product of Two Subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences/description/
